特約商店名稱,營業地址
台灣普客二四股份有限公司高雄重忠華夏停車場,高雄市左營區 重忠路與華夏路交叉口
台灣普客二四股份有限公司高雄重美街停車場,高雄市左營區 重美街與重忠路３８巷交叉口
台灣普客二四股份有限公司高雄桂田街停車場,高雄市小港區 桂田街２３６號旁
台灣普客二四股份有限公司高雄桂陽路停車場,高雄市小港區 桂陽路１５６號旁
台灣普客二四股份有限公司高雄堅如路停車場,高雄市三民區 堅如路５５號旁
台灣普客二四股份有限公司高雄崇文宏平停車場,高雄市小港區 崇文路１０１對面
台灣普客二四股份有限公司高雄崇德路停車場,高雄市左營區 崇德路１００號旁
台灣普客二四股份有限公司高雄康莊路停車場,高雄市小港區 康莊路４０號旁
台灣普客二四股份有限公司高雄鳥松本館路停車場,高雄市鳥松區 本館路２３５號旁停車場
台灣普客二四股份有限公司高雄博愛大順停車場,高雄市鼓山區 博愛一路４９５巷口
台灣普客二四股份有限公司高雄善和街停車場,高雄市鳳山區 善和街與保泰路３７０巷交叉口
台灣普客二四股份有限公司高雄復興新田停車場,高雄市新興區 新田路１號旁
台灣普客二四股份有限公司高雄華山路停車場,高雄市小港區 華山路與華山路２００巷交叉口停車場
台灣普客二四股份有限公司高雄廈莊五街停車場,高雄市小港區 廈莊五街６９號斜對面
台灣普客二四股份有限公司高雄廈莊五街第２停車場,高雄市小港區 廈莊五街７９號對面
台灣普客二四股份有限公司高雄新正南屏停車場,高雄市左營區 南屏路２６３巷３９號對面
台灣普客二四股份有限公司高雄新正路停車場,高雄市左營區 新正路與南屏路２９３巷交叉口
台灣普客二四股份有限公司高雄新田路停車場,高雄市新興區 新田路１９７巷６４號對面
台灣普客二四股份有限公司高雄新庄博愛停車場,高雄市左營區 新庄仔路１７９之６號後方空地
台灣普客二四股份有限公司高雄新昌街停車場,高雄市小港區 孔鳳路５７９號斜對面
台灣普客二四股份有限公司高雄新盛一街停車場,高雄市前金區 瑞源路１２３巷３４號對面
台灣普客二四股份有限公司高雄新疆九如停車場,高雄市鼓山區 新疆路７６號旁
台灣普客二四股份有限公司高雄楠梓新昌街停車場,高雄市楠梓區 新昌街與後昌路７１８巷交叉口
台灣普客二四股份有限公司高雄群英街停車場,高雄市左營區 群英街３５號旁（左營區新庄段四小段９３１、９３２－１、９
台灣普客二四股份有限公司高雄義和義華停車場,高雄市三民區 義和路與義華路交叉口
台灣普客二四股份有限公司高雄鼎中路停車場,高雄市三民區 鼎中路７６２巷１０１號對面
台灣普客二四股份有限公司高雄鼎泰街停車場,高雄市三民區 鼎泰街１９６號旁停車場
台灣普客二四股份有限公司高雄鼎新路停車場,高雄市三民區 鼎新路３７號旁
台灣普客二四股份有限公司高雄榮德榮光停車場,高雄市左營區 民族一路１０４０之２９號旁
台灣普客二四股份有限公司高雄福建四維停車場,高雄市苓雅區 福建街與四維二路交叉口
台灣普客二四股份有限公司高雄鳳山中山澄清停車場,高雄市鳳山區 中山西路與澄清路口
台灣普客二四股份有限公司高雄鳳山中正路停車場,高雄市鳳山區 中正路１３８號旁空地
台灣普客二四股份有限公司高雄鳳山五甲二路停車場,高雄市鳳山區 五甲二路２１９號旁停車場
台灣普客二四股份有限公司高雄鳳山五甲五福停車場,高雄市鳳山區 五福二路２號對面
台灣普客二四股份有限公司高雄鳳山文鳳文濱停車場,高雄市鳳山區 文鳳路５９號旁
台灣普客二四股份有限公司高雄鳳山復華復興停車場,高雄市鳳山區 復華街４號旁
台灣普客二四股份有限公司高雄鳳山過雄過勇停車場,高雄市鳳山區 過雄街８０號旁
台灣普客二四股份有限公司高雄澄清路停車場,高雄市三民區 澄清路６３８號旁
台灣普客二四股份有限公司高雄澄清路第２停車場,高雄市三民區 澄清路３３９號（澄清路３４７號旁）
台灣普客二四股份有限公司高雄褒揚街停車場,高雄市三民區 褒揚街２００號旁
台灣普客二四股份有限公司高雄錦田路停車場,高雄市新興區 錦田路３８號旁
台灣普客二四股份有限公司高雄錦田路第３停車場,高雄市新興區 錦田路３４號旁
台灣普客二四股份有限公司高雄寶興路第２停車場,高雄市三民區 寶興路２８號旁
台灣普客二四股份有限公司優衣庫高雄九如路店停車場,高雄市三民區 九如一路６００號
台灣普客二四股份有限公司燦坤高雄五甲店停車場,高雄市鳳山區 五甲二路２１９號附設停車場
台灣普客二四股份有限公司燦坤高雄澄清文山店停車場,高雄市三民區 澄清路７０８號旁
台灣普客二四股份有限公司藏壽司高雄林園沿海路店停車,高雄市林園區 沿海路二段１５８號旁
台灣普客二四股份有限公司藏壽司高雄時代大道店停車場,高雄市前鎮區 中山三路１１號附設停車場
奶奶不甜,高雄市鳳山區 八德路２６７號１樓
奶奶不甜,高雄市鳳山區 八德路２６７號１樓
弘爺漢堡,高雄市鼓山區 西藏街２６７號１Ｆ
弘爺漢堡－三山店,高雄市楠梓區 三山街２５９號
弘爺漢堡－左營崇德店,高雄市左營區 崇德路８巷１３號１樓
弘爺漢堡－政德店,高雄市左營區 政德路６４７號１樓
必勝客－大寮八德店ＤＢ,高雄市大寮區 八德路１７號
必勝客－岡山公園店ＧＫ,高雄市岡山區 公園西路三段５２號
必勝客－美術中華店ＺＨ,高雄市鼓山區 中華一路２３７號
必勝客－高雄九如店ＧＲ,高雄市鼓山區 九如四路６４４號
必勝客－高雄十全店ＣＫ,高雄市三民區 十全一路３７１號１樓
必勝客－高雄三多店ＤＯ,高雄市苓雅區 三多三路２１４－５號
必勝客－高雄大社店ＢＳ,高雄市大社區 中山路２２７號
必勝客－高雄大寮店ＦＡ,高雄市大寮區 中興里鳳林四路２８６號
必勝客－高雄小港店ＨＫ,高雄市小港區 漢民路２７４號１樓
必勝客－高雄中華店ＺＷ,高雄市前金區 中華三路１２８號
必勝客－高雄五甲店ＦＪ,高雄市鳳山區 五甲三路６５號
必勝客－高雄仁武店ＲＭ,高雄市仁武區 仁雄路３７－１６號
必勝客－高雄孔鳳店ＫＯ,高雄市小港區 孔鳳路３８１號
必勝客－高雄文化店ＵＨ,高雄市苓雅區 廣州一街１４５－３號
必勝客－高雄左營店ＴＳ,高雄市左營區 左營大路８之４號１樓
必勝客－高雄自由店ＺＹ,高雄市左營區 自由二路４６９號１樓
必勝客－高雄岡山店ＫＳ,高雄市岡山區 岡山路２０５號１樓
必勝客－高雄林園店ＬＹ,高雄市林園區 林園北路３２２號
必勝客－高雄武廟店ＷＭ,高雄市苓雅區 武廟路１１８號
必勝客－高雄建工店ＪＫ,高雄市三民區 建工路４９４號
必勝客－高雄建楠店ＮＪ,高雄市楠梓區 建楠路１８４號
必勝客－高雄茄萣店ＱＤ,高雄市茄萣區 濱海路四段７號
必勝客－高雄崇德店ＺＣ,高雄市左營區 崇德路４０７號
必勝客－高雄楠梓店ＮＺ,高雄市楠梓區 後昌路６１４號１樓
必勝客－高雄瑞隆店ＲＬ,高雄市前鎮區 瑞隆路５３５號１樓
必勝客－高雄路竹店ＬＪ,高雄市路竹區 中山路５４０號
必勝客－高雄旗山店ＫＱ,高雄市旗山區 延平一路６４３號
必勝客－高雄榮總店ＲＺ,高雄市左營區 大中一路５０２號１樓
必勝客－高雄鳳山店ＦＳ,高雄市鳳山區 立志街１１０號
必勝客－高雄橋頭店ＣＢ,高雄市橋頭區 白樹路４１號
必勝客－高雄覺民店ＪＭ,高雄市三民區 覺民路２２８號
必勝客－高雄鹽埕店ＵＣ,高雄市鹽埕區 五福四路１８０－１號１樓
必勝客－楠梓瑞屏店ＮＲ,高雄市楠梓區 瑞屏路９４號
必勝客－鳳山建國店ＮＳ,高雄市鳳山區 建國路２段２４０號１樓
打勾勾,高雄市三民區 六合路１７號１、２樓
永安烏樹林營業所（Ａ０４９４０１＿永安烏樹林）,高雄市永安區 永安路一巷（永安宮廣場隔壁）停車場
永固永靖停車場,高雄市苓雅區 林德官段一小段３１１７地號（學源街旁空地）
永悅路徑,高雄市左營區 重清路３０號１樓
永銨八德京吉停車場,高雄市仁武區 八德東路４１號對面
永銨八德京吉停車場,高雄市仁武區 八德東路４１號對面
玉上柴炸物刺身丼,高雄市新興區 信守街１０２號１樓
甘乃滴　小港店,高雄市小港區 孔鳳路３７６號１樓
甘甘好－高雄瑞豐夜市,高雄市鼓山區 裕誠路１１２８號（瑞豐夜市）
甘泉魚麵－重愛店,高雄市左營區 重愛路３０６號
甘泉魚麵－澄清店,高雄市三民區 澄和路２之１號１樓
白襪子麻辣嘴,高雄市楠梓區 藍昌路４８７號１Ｆ
兆信智能自販機,高雄市林園區 北汕二路５０巷１６弄１號
先喝道－左營高鐵店,高雄市左營區 重信路５９８號１樓
先喝道－岡山站前店,高雄市岡山區 民有路５４號１樓
先喝道－苓雅自強店,高雄市苓雅區 自強三路１８４號１Ｆ
先喝道－高雄大昌店,高雄市三民區 大昌二路４９０號１樓
先喝道－高雄復興店,高雄市新興區 復興一路７０之６號
先喝道－高雄瑞隆店,高雄市前鎮區 瑞隆路５１４號
先喝道－楠梓後昌店,高雄市楠梓區 後昌路７６０號
全之駐停車場－中正運動停車場（ＥＣ）,高雄市苓雅區 三多一路與體育場路口
全之駐停車場－四維羽球館北側停車場,高雄市苓雅區 四維一路與輔仁路口
全之駐停車場－四維羽球館北側停車場　（ＥＣ）,高雄市苓雅區 四維一路與輔仁路口
全之駐停車場－鳥松停車場　（ＥＣ）,高雄市鳥松區 華美里華山路與華山二街交叉口東北側基地
全之駐停車場－楠梓停車場　（ＥＣ）,高雄市楠梓區 惠民段４２地號部分土地
全之駐停車場－德昌街９４巷停車場,高雄市前鎮區 德昌街９４巷與德昌街８巷交叉口
全之駐停車場－德昌街９４巷停車場　（ＥＣ）,高雄市前鎮區 德昌街９４巷與德昌街８巷交叉口
全能網中正和平停車場,高雄市苓雅區 中正二路６６號旁
全能網中正和平停車場,高雄市苓雅區 中正二路６６號旁
全能網文自文強停車場,高雄市左營區 文自路２９號旁
全能網文自文強停車場,高雄市左營區 文自路２９號旁
全能網科技有限公司宏平中光停車場　（ＥＣ）,高雄市小港區 青島里宏平路４８０號旁土地
全能網苓安海邊停車場,高雄市苓雅區 苓安路９８號旁
全能網苓安海邊停車場,高雄市苓雅區 苓安路９８號旁
全能網重上文自停車場,高雄市左營區 重上街５２號對面
全能網重上文自停車場,高雄市左營區 重上街５２號對面
全速通鼎貴鼎富停車場,高雄市三民區 鼎富路２４號旁
全速通鼎貴鼎富停車場,高雄市三民區 鼎富路２４號旁
全速通龍勝東五停車場,高雄市鼓山區 神農路２０７號斜對面
全速通龍勝東五停車場,高雄市鼓山區 神農路２０７號斜對面
同記安平豆花－明誠店,高雄市三民區 明誠一路５８３號
同記安平豆花－熱河店,高雄市三民區 熱河一街４１５號１樓
名馥－武廟店,高雄市苓雅區 武廟路１４４之１號１樓
名馥－富國店,高雄市左營區 新上里富國路３５７號
吐司家三明治,高雄市苓雅區 成功一路１９７號
吐司家三明治,高雄市苓雅區 成功一路１９７號
在地人鹽水雞－裕誠店,高雄市鼓山區 裕誠路１５９３號１樓
好事生活廚房ＥＣ,高雄市前鎮區 一心二路１５０號１樓
安司佧菲,高雄市新興區 文橫二路１２７巷１３號
成風新正停車場,高雄市左營區 新正路９號旁（新勝段４８地號）
有樹食,高雄市鼓山區 文忠路１０６號１樓
有點渴了人文茶坊,高雄市新興區 復橫一路３７－１號１樓
百里亭股份有限公司台糖鳳山車站停車場,高雄市鳳山區 曹新段８４地號土地（和平路與文康街交叉口東南方空地）
羊窩窩　－　仁武店,高雄市仁武區 八德西路２７６－１號
羊窩窩　－　民生店,高雄市新興區 民生一路１３號１樓
羊窩窩－富國店,高雄市左營區 富國路３６９號１樓
羊窩窩－楠梓店,高雄市楠梓區 益群路１５號１樓
羊窩窩－鳳山店,高雄市鳳山區 八德路２２２之２號
羽潮羽球運動休閒館－岡山館,高雄市岡山區 嘉新西路３０巷１９號
老店柏弘肉燥（鹽埕店）,高雄市鹽埕區 大勇路１２５號１樓
老神在在瓦罐煨湯,高雄市左營區 新上里辛亥路１８８號
老濟南黃燜雞米飯,高雄市仁武區 仁雄路１１０號
自助洗衣　－２３３５６５,高雄市三民區 大豐二路１９７號
自助洗衣　－２３３５７２,高雄市鳳山區 中山東路３８０巷３２號
自助洗衣－２３１６９９,高雄市新興區 南華一路２４－２號
自助洗衣－２３３５４７,高雄市前鎮區 管仲路４９號
自助洗衣－２３３５７７,高雄市仁武區 文學路一段２９８號
自助洗衣－２３３７３２,高雄市路竹區 中華路２２８號
自助洗衣－２３３７７５,高雄市楠梓區 藍田路８８１號
自助洗衣－２３３８１０,高雄市鳳山區 高鳳一路８１號
自助洗衣－２３３８１３,高雄市左營區 重清路２７８巷２８號
自助洗衣－２３３８１９,高雄市左營區 自由四路３８７號
自助洗衣－２３３８２１,高雄市鳳山區 中山東路２０９號
自助洗衣－２３３８２５,高雄市鳳山區 高鳳一路８１號
自助洗衣－２３３８３７,高雄市鳳山區 北文街７號
自助洗衣－２３３８４６,高雄市仁武區 八德西路２２５６號
自助洗衣－２３３８５２,高雄市三民區 同盟一路９７號
自助洗衣－２３３８６６,高雄市鳳山區 五甲一路１７６號
自助洗衣－２３３８７２,高雄市鼓山區 裕誠路１５５４號
自助洗衣－２３３９０７,高雄市仁武區 仁雄路８６號
自助洗衣－２３３９１５,高雄市仁武區 赤仁路１０６號
自助洗衣－２３４５９１,高雄市路竹區 大智路１９之１號
自助洗衣－２３４５９７,高雄市楠梓區 壽民路５１號
自助洗衣－２３４６３９,高雄市岡山區 大德三路８５號
自助洗衣－２３４６４５,高雄市苓雅區 武廟路２８５號
自助洗衣－２３４６７５,高雄市鳳山區 海洋一路２０號
自助洗衣－２３４６８１,高雄市大寮區 八德路３５８號
自助洗衣－２３５２１７,高雄市三民區 鼎泰街２０１號
自助洗衣－２３５２７８,高雄市小港區 松崗路１８巷１４號
自助洗衣－２３５２９０,高雄市仁武區 仁樂街１１６號
自助洗衣－２３５２９６,高雄市鳳山區 八德路二段２７８號
自助洗衣－２３５２９７,高雄市小港區 山明路２３７號
自助洗衣－２３５３０３,高雄市大寮區 大寮路８６１之１號
自助洗衣－２３５３０９,高雄市林園區 中厝路１１９號
自助洗衣－２３５３１５,高雄市前金區 瑞源路１９２號
自助洗衣－２３５３２１,高雄市岡山區 大義二路２７２號
自助洗衣－２３５３２７,高雄市仁武區 八德東路１６５號
自助洗衣－２３５３３９,高雄市三民區 鼎昌街２１９號
自助洗衣－２３５３５８,高雄市鳳山區 南和街７６號
自助洗衣－２３５３７２,高雄市楠梓區 常德路３４４號
自助洗衣－２３５３７８,高雄市楠梓區 清豐一路１０５號
自助洗衣－２３５３８４,高雄市旗山區 旗甲路二段１５８號
自助洗衣－２３５４１,高雄市前金區 文武二街３３號
自助洗衣－２３５５８５,高雄市三民區 正興路１９１號
自助洗衣－２３５５９０,高雄市苓雅區 林泉街３４號
自助洗衣－２３５６２０,高雄市阿蓮區 中正路３５５號
自助洗衣－２３５７５２,高雄市岡山區 成功路９５－８號
自助洗衣－２３５７６７,高雄市鳳山區 八德路２９６巷２３號
自助洗衣－２３５７７７,高雄市小港區 桂園路３０號
自助洗衣－２３５８２２,高雄市鳳山區 杭州西街１３２號
自助洗衣－２３５８５６,高雄市楠梓區 大學南路１３１號
自助洗衣－２３５８５８,高雄市林園區 東林西路１９號
自助洗衣－２３５８６４,高雄市苓雅區 福德三路１０２號
自助洗衣－２３５８９６,高雄市楠梓區 中泰街７６巷２６號
自助洗衣－２３５９００,高雄市前鎮區 明鳳２６街８２號１樓
自助洗衣－２３５９００,高雄市苓雅區 林森二路５－４號
自助洗衣－２３５９０４,高雄市苓雅區 正言路７８號
自助洗衣－２３５９０８,高雄市前鎮區 前鎮街２４４號
自助洗衣－２３５９２２,高雄市新興區 林森一路２－１號
自助洗衣－２３５９３６,高雄市前鎮區 正勤路８２號
自助洗衣－２３５９８４,高雄市路竹區 中興路１４５－１號
自助洗衣－２３５９８６,高雄市鹽埕區 大仁路１９３號
自助洗衣－２３５９９２,高雄市鼓山區 銘傳路３號
自助洗衣－２３５９９６,高雄市鼓山區 西藏街２５２號
自助洗衣－２３６００８,高雄市前鎮區 翠亨北路５８９號
自助洗衣－２３６０１４,高雄市新興區 八德一路１５２號
自助洗衣－８００１６０,高雄市三民區 陽明路５８巷２號
自助洗衣－高雄澄和店,高雄市三民區 澄和路１４８號
似錦堂鹽埕店,高雄市鹽埕區 大勇路８９號
佐鄞合江歸綏第二停車場,高雄市三民區 大港段四小段１９７９、１９８０地號（合江街與歸綏街口）
佐鄞合江歸綏第二停車場,高雄市三民區 大港段四小段１９７９、１９８０地號（合江街與歸綏街口）
佐鄞系統有限公司六合中華停車場,高雄市前金區 中華三路１３４號後面
佐鄞系統有限公司六合中華停車場　（ＥＣ）,高雄市前金區 中華三路１３４號後面
佐鄞灣愛街停車場,高雄市三民區 灣和段３２地號（灣愛街１號對面）
佐鄞灣愛街停車場,高雄市三民區 灣和段３２地號（灣愛街１號對面）
吳家紅茶冰－鳳甲店,高雄市鳳山區 南華一路２６號
杉民大學十街停車場,高雄市楠梓區 大學十街６３８號對面空地
杉民大學十街停車場,高雄市楠梓區 大學十街６３８號對面空地
杉民明誠東四停車場,高雄市鼓山區 明誠四路１２０號旁
杉民明誠東四停車場,高雄市鼓山區 明誠四路１２０號旁
杉民裕誠立信停車場,高雄市左營區 裕誠路３３０巷５號對面
杉盒便當制所－高雄六合店,高雄市新興區 六合一路９８號
杉霖仁愛球庭停車場,高雄市新興區 球庭路７號對面
杉霖仁愛球庭停車場,高雄市新興區 球庭路７號對面
芋見綠豆　光遠店,高雄市鳳山區 光遠路３１５號
芋見綠豆　青海店,高雄市鼓山區 青海路２８９號
角落停高雄新崛江,高雄市新興區 林森一路１５巷２３號
谷杉工程有限公司興華林森停車場,高雄市新興區 興華路４８號旁
谷杉工程有限公司興華林森停車場　（ＥＣ）,高雄市新興區 興華路４８號旁
谷杉加昌樂群停車場,高雄市楠梓區 加昌段１０２５，１０２５－１，１０２６，１０２６－１地號
谷杉加昌樂群停車場,高雄市楠梓區 加昌段１０２５、１０２５－１、１０２６、１０２６－１地號
邦柏智慧－中山大學,高雄市鼓山區 蓮海路７０號
邦柏智慧－中山科學研究院昇園招待所,高雄市左營區 左營大路２－７０號
邦柏智慧－左營高鐵站,高雄市左營區 高鐵路１０５號
邦柏智慧－東哥企業同利廠,高雄市小港區 同利路２０號
邦柏智慧－東哥企業金福廠,高雄市前鎮區 金福路１號
邦柏智慧－信仰體育管顧,高雄市三民區 澄和路２６９號
邦柏智慧－高全存企業有限公司,高雄市大寮區 和業二路２６號
邦柏智慧－國立高雄大學,高雄市楠梓區 高雄大學路７００號
邦柏智慧－國立高雄科大燕巢校區,高雄市燕巢區 大學路１號
邦柏智慧－國立高雄科技大學建工校區,高雄市三民區 建工路４１５號
邦柏智慧－國立高雄科技大學楠梓校區,高雄市楠梓區 海專路１４２號
邦柏智慧－國立高雄科技大學旗津校區,高雄市旗津區 中洲三路４８２號
邦柏智慧－國立高雄科技大學燕巢校區,高雄市燕巢區 深中路５８號
邦柏智慧－國立高雄師範大學和平校區,高雄市苓雅區 和平一路１１６號
邦柏智慧－義守大學,高雄市大樹區 學城路一段１號
邦柏智慧－義守大學醫學院,高雄市燕巢區 義大路８號
邦柏智慧－歐吉斯（後鄉路）,高雄市路竹區 後鄉路３５號
佳益停車場,高雄市左營區 自由二路２８８號
侍茶匠－富國店,高雄市左營區 富國路１９２號１樓
侑停至聖龍勝停車場,高雄市鼓山區 龍中段７１、７９、８０、８１地號　（至聖路４５７號旁）
侑停至聖龍勝停車場,高雄市鼓山區 龍中段７１、７９、８０、８１地號　（至聖路４５７號旁）
侑停東五裕國停車場,高雄市鼓山區 裕國街３２０號對面
侑停東五裕國停車場,高雄市鼓山區 裕國街３２０號對面
和雲左營高鐵前文府路停車場,高雄市左營區 文府路４３號
和雲高雄中正民族停車場,高雄市新興區 中正三路２６號旁
和雲高雄五甲停車場,高雄市鳳山區 國泰路二段５０巷底
和雲高雄仁武竹後停車場,高雄市仁武區 水管路２３９號旁
和雲高雄六合夜市停車場,高雄市前金區 六合二路１２１號旁
和雲高雄平和岡燕停車場,高雄市岡山區 平和路６號對面
和雲高雄正德停車場,高雄市苓雅區 福德二路２６４巷與建國一路１４０巷２５弄交叉口
和雲高雄民權民生停車場,高雄市新興區 金門街１１１巷３５號旁
和雲高雄岡山鐵路巷旁停車場,高雄市岡山區 鐵路巷１９號對面
和雲高雄青年仁義停車場,高雄市苓雅區 青年二路１１號
和雲高雄重信路停車場,高雄市左營區 重信路４８３號對面
和雲高雄桂林街停車場,高雄市前鎮區 桂林街與桂林四巷交叉路口１６９號旁
和雲高雄勞工公園停車場,高雄市鳥松區 山水段１０１５－１５地號（長庚路北側）
和雲高雄瑞興停車場,高雄市鳳山區 瑞興路與瑞光街交叉口空地
和雲高雄維新東街停車場,高雄市岡山區 維新東街６８號對面
和雲路竹停車場,高雄市路竹區 新民路６號
咖啡足矣,高雄市新興區 渤海街２６號
咖啡智造有限公司,高雄市苓雅區 四維四路２號４樓之２、４樓之４
咚雞咚雞－三多文橫店,高雄市苓雅區 文橫二路２９－３號
咚雞咚雞－瑞隆店,高雄市前鎮區 瑞隆路５０２號
咚雞咚雞－鳳山店,高雄市苓雅區 正義路１０２號
坴圭富國８８停車場,高雄市左營區 富國路７３號３～５樓
坴圭富國８８停車場,高雄市左營區 富國路７３號３～５樓
坴和東五東六停車場,高雄市鼓山區 青海段２５１地號（美術東五路１３５號旁）
坴和東五東六停車場,高雄市鼓山區 青海段２５１地號（美術東五路１３５號旁）
坴和河西南二停車場,高雄市鼓山區 青海段４１８－４２３等地號
坴和河西南二停車場,高雄市鼓山區 青海段４１８－４２３等地號
岩程大順建國停車場,高雄市苓雅區 大順三路２００號對面
岩程大順建國停車場,高雄市苓雅區 大順三路２００號對面
拉亞漢堡－仁武中正店,高雄市仁武區 中正路２５６號１樓
拉亞漢堡－岡山柳橋東店,高雄市岡山區 柳橋東路３０號
拉亞漢堡－林園仁愛店,高雄市林園區 仁愛路１２０號１樓
拉亞漢堡－高雄大昌店,高雄市三民區 大昌二路３８８號
拉亞漢堡－高雄中正店,高雄市新興區 中正三路３０號１樓
拉亞漢堡－高雄文武店,高雄市前金區 文武一街７２號１樓
拉亞漢堡－高雄自強店,高雄市前金區 自強二路１８２號１樓
拉亞漢堡－高雄臥龍店,高雄市三民區 臥龍路５８之３號、５８之４號一樓
拉亞漢堡－高雄保泰店,高雄市前鎮區 崗山西街２之１２號
拉亞漢堡－高雄英義店,高雄市苓雅區 英義街３３５號１樓
拉亞漢堡－高雄重愛店,高雄市左營區 重愛路１４６號
拉亞漢堡－楠梓翠屏店,高雄市楠梓區 翠屏路４１號
拉亞漢堡－楠梓德賢店,高雄市楠梓區 德賢路２２０巷３號
拉亞漢堡－鳳山新富店,高雄市鳳山區 新富路３２０號１樓
拎茶－苓雅店,高雄市苓雅區 苓雅一路２０５號１樓
拎茶－苓雅店ＥＣ,高雄市苓雅區 苓雅一路２０５號１樓
放下麵子　左營店,高雄市左營區 博愛二路３０４號１、２樓
松揚ＶＭ小港機場國內線出入口１,高雄市小港區 中山四路２號國內線出入口
松揚ＶＭ小港機場國內線行李４,高雄市小港區 中山四路２號國內線行李
松揚ＶＭ小港機場國內線金龍Ａ５,高雄市小港區 中山四路２號國內線金龍Ａ５
松揚ＶＭ小港機場國內線金龍Ｂ６,高雄市小港區 中山四路２號國內線金龍Ｂ
松揚ＶＭ小港機場國內線租車８,高雄市小港區 中山四路２號國內線租車
松揚ＶＭ小港機場國內線排班計程車９,高雄市小港區 中山四路２號國內線排班計程車
松揚ＶＭ小港機場國內線報到右２,高雄市小港區 中山四路２號國內線報到右
松揚ＶＭ小港機場國內線報到左３,高雄市小港區 中山四路２號國內線報到左
松揚ＶＭ小港機場國際線１Ｆ入境大廳,高雄市小港區 中山四路２號國際線１Ｆ入境大廳
松揚ＶＭ小港機場國際線１Ｆ行李轉盤,高雄市小港區 中山四路２號國際線１Ｆ行李轉盤
松揚ＶＭ小港機場國際線３Ｆ大廳右側,高雄市小港區 中山四路２號國際線３Ｆ大廳右側
松揚ＶＭ小港機場國際線３Ｆ東翼候機,高雄市小港區 中山四路２號國際線３Ｆ東翼候機
松揚ＶＭ小港機場國際線西翼候機室,高雄市小港區 中山四路２號國際線西翼候機室
松揚飲料股份有限公司,高雄市鳥松區 松埔路６－１７號
欣欣炒飯,高雄市苓雅區 永樂街２３１號１樓
武復中山苓雅停車場,高雄市苓雅區 中山二路４７３號旁
武復中山苓雅停車場,高雄市苓雅區 過田子段６３４、６３８、６３９地號（中山二路４７３號旁）
武復忠仁忠誠停車場,高雄市鳥松區 忠孝路跟忠仁路交叉口
武復重清文德停車場,高雄市左營區 重清路４８號旁空地
武復頂新頂庄停車場,高雄市鳳山區 頂新三街２７號對面
波奇波奇高雄文山店,高雄市鳳山區 文衡路４２５、４２７號１樓
波奇波奇高雄博愛店,高雄市左營區 博愛二路３００號１樓
波奇波奇高醫店,高雄市三民區 青島街８１號
金茶伍高雄路竹店,高雄市路竹區 中正路２１７號１樓
金茶伍－楠梓惠豐店,高雄市楠梓區 壽豐路５２３號
金茶伍－燕巢門市,高雄市燕巢區 中民路６３５號１Ｆ
金錨咖啡,高雄市新興區 尚義街１１３號１樓
阿良涼圓甜點店,高雄市鳳山區 五甲二路４３８號１樓
阿爸餵,高雄市苓雅區 光華一路３６１號１、２樓
阿蘭古灶肉粽,高雄市岡山區 中華路１１９號
青山－高雄高醫店,高雄市三民區 自由一路１２３號１樓
青山－高雄裕誠店,高雄市鼓山區 裕誠路１１３７號
青山－鳳山中山店,高雄市鳳山區 中山路１２７號１樓
青山－鳳山青年店,高雄市鳳山區 青年路二段３５８號１樓
青雨停車場,高雄市鼓山區 龍華段八小段２３９３－１地號（文忠路與篤敬路交叉口）
前金成功停車場,高雄市前金區 成功一路３４３巷３０號旁空地
前金燻鴨,高雄市前金區 光明街２１號
前朕大學十八街停車場,高雄市楠梓區 藍田路１０２１巷２７號旁空地
前朕大學十八街停車場,高雄市楠梓區 藍田路１０２１巷２７號旁空地
前朕大學三十六街停車場,高雄市楠梓區 大學三十六街１８６號對面
前朕大學三十六街停車場,高雄市楠梓區 大學三十六街１８６號對面
前朕裕誠篤敬停車場,高雄市鼓山區 裕誠路１０２３號旁
前朕裕誠篤敬停車場,高雄市鼓山區 裕誠路１０２３號旁
勁侶管理顧問有限公司（總管理處）,高雄市鳳山區 長安街７５號１Ｆ
勁侶管理顧問有限公司勁侶松金　停車場,高雄市小港區 宏明段２７８與２８０地號（宏仁街２６號東側空地）
勁侶管理顧問有限公司勁侶頂豐停車場,高雄市鳳山區 明頂段８７地號（頂豐街與頂賢街口西南側空地）
勁侶管理顧問有限公司勁侶瑞南停車場,高雄市前鎮區 臨北段４９１－２地號（瑞南街與凱旺街口西北側空地）
南台灣小麵館,高雄市楠梓區 德祥路１７１號１Ｆ
南台灣小麵館,高雄市楠梓區 德祥路１７１號１樓
威力早午餐,高雄市三民區 河堤路４８８號
屏行拾光高雄火車站,高雄市三民區 建國二路３１８號
屏行拾光高雄長庚站,高雄市鳥松區 大埤路１２３號
峇淂明華明倫停車場,高雄市鼓山區 明華路２５１號旁空地
峇淂明華明倫停車場,高雄市鼓山區 明華路２５１號旁空地
拾玖茶屋　高雄武廟店,高雄市苓雅區 武廟路２１０號１樓
洗多多寵物自助洗,高雄市仁武區 八德一路９８巷５６之１Ａ
炸菜大蔬素食鹽酥雞,高雄市鼓山區 裕誠路１５９５號騎樓
珍煮丹－小港漢民店,高雄市小港區 漢民路７３３之１號
珍煮丹－高雄左營店,高雄市左營區 華夏路７１０號
珍煮丹－高雄岡山店,高雄市岡山區 公園西路３段４５號１樓
